Year,Country,Population,Population Percentage
1990,Arabia,586.0,0.008007104187045953
1995,Arabia,1090.0,0.014303285018411216
2000,Arabia,1530.0,0.019152275233967574
2005,Arabia,2960.0,0.033339081321340426
2010,Arabia,12600.0,0.11701210155870335
2015,Arabia,14480.0,0.1168918395288161
2020,Arabia,15444.0,0.10924619348389322
1990,Senegal,149.0,0.0020359360475594663
1995,Senegal,195.0,0.002558844567513933
2000,Senegal,240.0,0.003004278468073345
2005,Senegal,280.0,0.0031536968817484187
2010,Senegal,370.0,0.003436069648946051
2015,Senegal,430.0,0.003471235566118158
2020,Senegal,483.0,0.003416596183159831
1990,Serbia,44230.0,0.60435873411782
1995,Serbia,49135.0,0.6447632196143441
2000,Serbia,51345.0,0.6427278247634413
2005,Serbia,38578.0,0.4345118510860375
2010,Serbia,34479.0,0.3201952579081375
2015,Serbia,33145.0,0.26756768102089845
2020,Serbia,34966.0,0.24733892782684608
1990,Seychelles,2543.0,0.03474755281170283
1995,Seychelles,2738.0,0.0359288021838623
2000,Seychelles,2739.0,0.034286328016887045
2005,Seychelles,2842.0,0.03201002334974645
2010,Seychelles,2924.0,0.027154236901400678
2015,Seychelles,2979.0,0.024048397096432538
2020,Seychelles,3181.0,0.022501433661762778
1990,Leone,120.0,0.0016396800383029256
1995,Leone,195.0,0.002558844567513933
2000,Leone,260.0,0.003254635007079457
2005,Leone,1835.0,0.020667977778601243
2010,Leone,3320.0,0.030831760093245644
2015,Leone,3990.0,0.032209836997235924
2020,Leone,4447.0,0.0314567354586165
1990,Singapore,24238.0,0.3311880397365526
1995,Singapore,26235.0,0.3442630114293745
2000,Singapore,29652.0,0.37117860473046177
2005,Singapore,36597.0,0.41219944564766736
2010,Singapore,44844.0,0.4164516414522613
2015,Singapore,49493.0,0.3995392136601999
2020,Singapore,55761.0,0.39443647985336505
1990,part).2,0.0,0.0
1995,part).2,0.0,0.0
2000,part).2,0.0,0.0
2005,part).2,0.0,0.0
2010,part).2,0.0,0.0
2015,part).2,0.0,0.0
2020,part).2,0.0,0.0
1990,Slovakia,2679.0,0.03660585685511281
1995,Slovakia,4586.0,0.06017877531599434
2000,Slovakia,6184.0,0.07741024186068986
2005,Slovakia,5861.0,0.06601363365688387
2010,Slovakia,5768.0,0.05356553982465087
2015,Slovakia,6432.0,0.05192322595644649
2020,Slovakia,6947.0,0.04914098071306697
1990,Slovenia,7001.0,0.09566166623465652
1995,Slovenia,7965.0,0.10451895887306911
2000,Slovenia,8337.0,0.10436112328469783
2005,Slovenia,8424.0,0.09488122332803099
2010,Slovenia,7987.0,0.07417267104360029
2015,Slovenia,7697.0,0.06213511663351502
2020,Slovenia,8082.0,0.057169628058587475
1990,Islands.16,692.0,0.009455488220880204
1995,Islands.16,907.0,0.01190190780889814
2000,Islands.16,1060.0,0.01326889656732394
2005,Islands.16,1331.0,0.014991323391454089
2010,Islands.16,1632.0,0.015155853154270147
2015,Islands.16,2021.0,0.01631480716075534
2020,Islands.16,2356.0,0.016665632727794123
1990,Somalia,361.0,0.004932704115227968
1995,Somalia,2113.0,0.02772737728798431
2000,Somalia,3750.0,0.04694185106364601
2005,Somalia,4500.0,0.050684414170956725
2010,Somalia,6190.0,0.05748451655939473
2015,Somalia,8650.0,0.06982834336493503
2020,Somalia,10155.0,0.07183340422357781
1990,Africa,54485.0,0.7444830573911242
1995,Africa,57994.0,0.7610134966584771
2000,Africa,77622.0,0.9716587635366216
2005,Africa,110148.0,1.2406193004672315
2010,Africa,149712.0,1.3903266467108408
2015,Africa,172558.0,1.3929987600423652
2020,Africa,193919.0,1.3717244621991123
1990,Korea.2,23420.0,0.3200108874754543
1995,Korea.2,28151.0,0.3694052995901781
2000,Korea.2,35032.0,0.4385245137231059
2005,Korea.2,48987.0,0.5517505326650349
2010,Korea.2,80134.0,0.7441783925638995
2015,Korea.2,103008.0,0.8315465888248817
2020,Korea.2,117792.0,0.8332250468048918
1990,Sudan,0.0,0.0
1995,Sudan,0.0,0.0
2000,Sudan,0.0,0.0
2005,Sudan,0.0,0.0
2010,Sudan,0.0,0.0
2015,Sudan,7480.0,0.06038335356875307
2020,Sudan,9510.0,0.06727086894792958
1990,Spain,12739.0,0.17406570006617475
1995,Spain,12298.0,0.16137779739121202
2000,Spain,9899.0,0.12391396898107516
2005,Spain,9688.0,0.1091179121084953
2010,Spain,9296.0,0.0863289282610878
2015,Spain,11354.0,0.09165676422722223
2020,Spain,11341.0,0.08022281017228912
1990,Lanka,46609.0,0.6368653908771755
1995,Lanka,52424.0,0.6879223979864124
2000,Lanka,58060.0,0.7267850327347434
2005,Lanka,70355.0,0.7924226575550357
2010,Lanka,96015.0,0.8916600739015003
2015,Lanka,119231.0,0.9625090413577536
2020,Lanka,138982.0,0.9831167095816141
1990,Sudan.2,1218.0,0.016642752388774697
1995,Sudan.2,2734.0,0.03587631306452868
2000,Sudan.2,4090.0,0.051197912226749916
2005,Sudan.2,18831.0,0.21209737850073027
2010,Sudan.2,25440.0,0.23625300505185817
2015,Sudan.2,19730.0,0.15927320399886336
2020,Sudan.2,20992.0,0.1484910705525697
1990,Suriname,68.0,0.0009291520217049912
1995,Suriname,76.0,0.0009972932673387635
2000,Suriname,90.0,0.0011266044255275043
2005,Suriname,100.0,0.0011263203149101495
2010,Suriname,120.0,0.001114400967225746
2015,Suriname,170.0,0.0013723489447443878
2020,Suriname,181.0,0.0012803393564222141
1990,Sweden,3934.0,0.05375417725569759
1995,Sweden,4524.0,0.05936519396632325
2000,Sweden,4870.0,0.0609618172479883
2005,Sweden,5920.0,0.06667816264268085
2010,Sweden,6903.0,0.06410591563966105
2015,Sweden,7790.0,0.06288587223269872
2020,Sweden,7564.0,0.053505452441865345
1990,Switzerland,6872.0,0.09389901019348088
1995,Switzerland,7199.0,0.09446729252068103
2000,Switzerland,7951.0,0.09952924208187985
2005,Switzerland,7711.0,0.08685055948272162
2010,Switzerland,8620.0,0.0800511361457161
2015,Switzerland,8287.0,0.06689797473586319
2020,Switzerland,8821.0,0.06239709095580304
1990,Syria,5351.0,0.0731160657079913
1995,Syria,6538.0,0.08579346555080049
2000,Syria,7320.0,0.09163049327623703
2005,Syria,8259.0,0.09302279480842925
2010,Syria,9330.0,0.08664467520180176
2015,Syria,14170.0,0.11438932086487044
2020,Syria,26291.0,0.1859745967939029
1990,Taiwan,0.0,0.0
1995,Taiwan,0.0,0.0
2000,Taiwan,0.0,0.0
2005,Taiwan,0.0,0.0
2010,Taiwan,0.0,0.0
2015,Taiwan,0.0,0.0
2020,Taiwan,0.0,0.0
1990,Tajikistan,41.0,0.000560224013086833
1995,Tajikistan,26.0,0.0003411792756685244
2000,Tajikistan,50.0,0.0006258913475152803
2005,Tajikistan,70.0,0.0007884242204371047
2010,Tajikistan,100.0,0.0009286674726881218
2015,Tajikistan,160.0,0.0012916225362300123
2020,Tajikistan,171.0,0.0012096023754044121
1990,Tanzania,1422.0,0.01943020845388967
1995,Tanzania,1768.0,0.02320019074545966
2000,Tanzania,1970.0,0.024660119092102042
2005,Tanzania,2300.0,0.025905367242933436
2010,Tanzania,3820.0,0.03547509745668625
2015,Tanzania,4500.0,0.03632688383146909
2020,Tanzania,5061.0,0.03579998609310953
1990,Thailand,15241.0,0.20825302886479077
1995,Thailand,17929.0,0.2352693551331144
2000,Thailand,21445.0,0.2684447989493037
2005,Thailand,30143.0,0.3395067325233664
2010,Thailand,50260.0,0.46674827177304995
2015,Thailand,64995.0,0.5246812921391852
2020,Thailand,80822.0,0.5717104279820784
1990,Timor-Leste,9093.0,0.12424675490240418
1995,Timor-Leste,4453.0,0.0584335120981515
2000,Timor-Leste,-482.0,-0.006033592590047301
2005,Timor-Leste,10187.0,0.11473825047989693
2010,Timor-Leste,10037.0,0.09321035423370679
2015,Timor-Leste,9438.0,0.07618958435586784
2020,Timor-Leste,10002.0,0.07075112841400544
1990,Togo,12.0,0.00016396800383029257
1995,Togo,6.0,7.873367900042871e-05
2000,Togo,20.0,0.00025035653900611207
2005,Togo,30.0,0.00033789609447304486
2010,Togo,280.0,0.002600268923526741
2015,Togo,370.0,0.002986877115031903
2020,Togo,408.0,0.002886068825526317
1990,Tokelau,46.0,0.0006285440146827882
1995,Tokelau,175.0,0.002296398970845837
2000,Tokelau,259.0,0.0032421171801291517
2005,Tokelau,400.0,0.004505281259640598
2010,Tokelau,537.0,0.004986944328335214
2015,Tokelau,631.0,0.005093836377257111
2020,Tokelau,680.0,0.004810114709210528
1990,Tonga,6163.0,0.08421123396717443
1995,Tonga,7354.0,0.09650124589485878
2000,Tonga,8090.0,0.10126922002797233
2005,Tonga,8719.0,0.09820386825701594
2010,Tonga,10060.0,0.09342394775242505
2015,Tonga,11880.0,0.0959029733150784
2020,Tonga,13236.0,0.09362746807516258
1990,Tobago,920.0,0.012570880293655764
1995,Tobago,1205.0,0.015812347199252764
2000,Tobago,1410.0,0.0176501359999309
2005,Tobago,1560.0,0.017570596912598335
2010,Tobago,1690.0,0.01569448028842926
2015,Tobago,1910.0,0.01541874402624577
2020,Tobago,2013.0,0.01423935427888352
1990,Tunisia,411.0,0.005615904131187521
1995,Tunisia,469.0,0.006154349241866844
2000,Tunisia,500.0,0.006258913475152802
2005,Tunisia,540.0,0.006082129700514807
2010,Tunisia,570.0,0.005293404594322294
2015,Tunisia,660.0,0.0053279429619488
2020,Tunisia,753.0,0.005326494670640482
1990,Turkey,30336.0,0.41451111368297966
1995,Turkey,29901.0,0.39236928929863646
2000,Turkey,31324.0,0.39210841139137276
2005,Turkey,34624.0,0.38997714583449017
2010,Turkey,36892.0,0.3426040040241019
2015,Turkey,36820.0,0.29723463614993156
2020,Turkey,39619.0,0.28025284509442927
1990,Turkmenistan,25.0,0.0003416000079797762
1995,Turkmenistan,18.0,0.0002362010370012861
2000,Turkmenistan,30.0,0.0003755348085091681
2005,Turkmenistan,60.0,0.0006757921889460897
2010,Turkmenistan,90.0,0.0008358007254193096
2015,Turkmenistan,100.0,0.0008072640851437575
2020,Turkmenistan,127.0,0.0008983596589260839
1990,Islands.18,0.0,0.0
1995,Islands.18,0.0,0.0
2000,Islands.18,0.0,0.0
2005,Islands.18,0.0,0.0
2010,Islands.18,0.0,0.0
2015,Islands.18,0.0,0.0
2020,Islands.18,0.0,0.0
1990,Tuvalu,71.0,0.0009701440226625644
1995,Tuvalu,88.0,0.0011547606253396211
2000,Tuvalu,120.0,0.0015021392340366724
2005,Tuvalu,140.0,0.0015768484408742094
2010,Tuvalu,150.0,0.0013930012090321827
2015,Tuvalu,200.0,0.001614528170287515
2020,Tuvalu,214.0,0.0015137713937809602
1990,Uganda,925.0,0.012639200295251719
1995,Uganda,1218.0,0.015982936837087028
2000,Uganda,1420.0,0.017775314269433958
2005,Uganda,1880.0,0.02117482192031081
2010,Uganda,2860.0,0.02655988971888028
2015,Uganda,3800.0,0.03067603523546279
2020,Uganda,4480.0,0.031690167495975245
1990,Ukraine,12428.0,0.16981619596690634
1995,Ukraine,16704.0,0.2191945623371935
2000,Ukraine,17040.0,0.21330377123320748
2005,Ukraine,16798.0,0.18919928649860693
2010,Ukraine,16360.0,0.15192999853177672
2015,Ukraine,17090.0,0.13796143215106818
2020,Ukraine,18568.0,0.13134442635385454
1990,Emirates,561.0,0.007665504179066179
1995,Emirates,1005.0,0.013187891232571807
2000,Emirates,1390.0,0.01739977946092479
2005,Emirates,2800.0,0.03153696881748418
2010,Emirates,5240.0,0.04866217556885758
2015,Emirates,8090.0,0.06530766448812998
2020,Emirates,11136.0,0.07877270206142417
1990,Kingdom,1038777.0,14.193849259568319
1995,Kingdom,1012598.0,13.287594314746018
2000,Kingdom,1024215.0,12.820946129907254
2005,Kingdom,1008761.0,11.361880071890774
2010,Kingdom,1061627.0,9.858984630274726
2015,Kingdom,1077828.0,8.70091834362326
2020,Kingdom,1144914.0,8.098775988501563
1990,States,11308.0,0.15451251560941237
1995,States,2928.0,0.038422035352209206
2000,States,-2823.0,-0.03533782548071272
2005,States,3009.0,0.033890978275646404
2010,States,10641.0,0.09881950576874304
2015,States,15357.0,0.12397154555552686
2020,States,13174.0,0.09318889879285219
1990,Islands.20,0.0,0.0
1995,Islands.20,0.0,0.0
2000,Islands.20,0.0,0.0
2005,Islands.20,0.0,0.0
2010,Islands.20,0.0,0.0
2015,Islands.20,0.0,0.0
2020,Islands.20,0.0,0.0
1990,Uruguay,11795.0,0.1611668837648584
1995,Uruguay,11366.0,0.14914783258647876
2000,Uruguay,10570.0,0.13231343086473024
2005,Uruguay,10789.0,0.12151869877565602
2010,Uruguay,10630.0,0.09871735234674733
2015,Uruguay,10580.0,0.08540854020820955
2020,Uruguay,11449.0,0.08098676956728137
1990,Uzbekistan,245.0,0.0033476800782018066
1995,Uzbekistan,383.0,0.005025833176194032
2000,Uzbekistan,490.0,0.006133735205649747
2005,Uzbekistan,760.0,0.008560034393317137
2010,Uzbekistan,1300.0,0.012072677144945584
2015,Uzbekistan,1840.0,0.01485365916664514
2020,Uzbekistan,2185.0,0.01545603035238971
1990,Vanuatu,419.0,0.005725216133741049
1995,Vanuatu,560.0,0.00734847670670668
2000,Vanuatu,610.0,0.007635874439686418
2005,Vanuatu,631.0,0.007107081187083043
2010,Vanuatu,688.0,0.006389232212094279
2015,Vanuatu,729.0,0.005884955180697993
2020,Vanuatu,927.0,0.006557318140350234
1990,Vatican,0.0,0.0
1995,Vatican,0.0,0.0
2000,Vatican,0.0,0.0
2005,Vatican,0.0,0.0
2010,Vatican,0.0,0.0
2015,Vatican,0.0,0.0
2020,Vatican,0.0,0.0
1990,Venezuela,475.0,0.006490400151615748
1995,Venezuela,786.0,0.01031411194905616
2000,Venezuela,1043.0,0.013056093509168745
2005,Venezuela,1447.0,0.016297854956749864
2010,Venezuela,3209.0,0.02980093919856183
2015,Venezuela,5612.0,0.045303660458267676
2020,Venezuela,7423.0,0.052508061009514335
1990,Vietnam,136902.0,1.8706289716978928
1995,Vietnam,157370.0,2.065053177382911
2000,Vietnam,163655.0,2.0486049695522635
2005,Vietnam,174375.0,1.9640210491245733
2010,Vietnam,203738.0,1.8920485355053256
2015,Vietnam,235553.0,1.9015347704786751
2020,Vietnam,269775.0,1.9083069054077504
1990,Futuna,0.0,0.0
1995,Futuna,0.0,0.0
2000,Futuna,0.0,0.0
2005,Futuna,0.0,0.0
2010,Futuna,0.0,0.0
2015,Futuna,0.0,0.0
2020,Futuna,0.0,0.0
1990,Sahara,0.0,0.0
1995,Sahara,0.0,0.0
2000,Sahara,0.0,0.0
2005,Sahara,0.0,0.0
2010,Sahara,0.0,0.0
2015,Sahara,0.0,0.0
2020,Sahara,0.0,0.0
1990,Yemen,221.0,0.0030197440705412217
1995,Yemen,314.0,0.004120395867689103
2000,Yemen,390.0,0.004881952510619185
2005,Yemen,520.0,0.005856865637532778
2010,Yemen,590.0,0.005479138088859919
2015,Yemen,710.0,0.005731575004520679
2020,Yemen,903.0,0.00638754938590751
1990,Zambia,2231.0,0.030484384712115224
1995,Zambia,2898.0,0.038028366957207065
2000,Zambia,3367.0,0.04214752334167897
2005,Zambia,4392.0,0.04946798823085377
2010,Zambia,5906.0,0.05484710093696047
2015,Zambia,7078.0,0.05713815194647516
2020,Zambia,7830.0,0.055387056136938874
1990,Zimbabwe,8265.0,0.112932962638114
1995,Zimbabwe,10498.0,0.13775769369108343
2000,Zimbabwe,12110.0,0.15159088436820087
2005,Zimbabwe,21677.0,0.24415245466307312
2010,Zimbabwe,33710.0,0.3130538050431658
2015,Zimbabwe,40170.0,0.3242779830022474
2020,Zimbabwe,45917.0,0.3248029957394409
